index,word,ort,pho,wf,wn_idx,adjusted_wf
1672,fobs,__fo_bs___,_fabz__,0.0,1767.0,0.0
1673,foe,__foe_____,_fo____,184.0,1768.0,184.0
1674,foes,__foes____,_foz___,286.0,1769.0,286.0
1675,fog,__fo_g____,_fag___,107.0,1770.0,107.0
1676,fogs,__fo_gs___,_fagz__,3.0,1771.0,3.0
1677,foil,__foil____,_fOl___,151.0,1772.0,151.0
1678,foils,__foils___,_fOlz__,13.0,1773.0,13.0
1679,foist,__foist___,_fOst__,6.0,1774.0,6.0
1680,foists,__foists__,_fOsts_,1.0,1775.0,1.0
1681,fold,__fo_ld___,_fold__,264.0,1776.0,264.0
1682,folds,__fo_lds__,_foldz_,28.0,1777.0,28.0
1683,folk,__fo_lk___,_fok___,307.0,1778.0,307.0
1684,folks,__fo_lks__,_foks__,559.0,1779.0,559.0
1685,fond,__fo_nd___,_fand__,186.0,1780.0,186.0
1686,font,__fo_nt___,_fant__,16.0,1781.0,16.0
1687,fonts,__fo_nts__,_fants_,11.0,1782.0,11.0
1688,food,__food____,_fud___,10915.0,1783.0,10915.0
1689,foods,__foods___,_fudz__,2313.0,1784.0,2313.0
1690,fool,__fool____,_ful___,234.0,1785.0,234.0
1691,fools,__fools___,_fulz__,75.0,1786.0,75.0
1692,foot,__foot____,_fUt___,1258.0,1787.0,1258.0
1693,fop,__fo_p____,_fap___,3.0,1788.0,3.0
1694,fops,__fo_ps___,_faps__,1.0,1789.0,1.0
1695,for,__fo_r____,_for___,466133.0,1790.0,466133.0
1696,force,__fo_rce__,_fors__,12934.0,1791.0,12934.0
1697,ford,__fo_rd___,_ford__,7560.0,1792.0,7560.0
1698,fords,__fo_rds__,_fordz_,71.0,1793.0,71.0
1699,fore,__fo_re___,_for___,54.0,1794.0,54.0
1700,forge,__fo_rge__,_forJ__,407.0,1796.0,407.0
1701,fork,__fo_rk___,_fork__,69.0,1797.0,69.0
1702,forks,__fo_rks__,_forks_,32.0,1798.0,32.0
1703,form,__fo_rm___,_form__,5838.0,1799.0,5838.0
1704,forms,__fo_rms__,_formz_,1586.0,1800.0,1586.0
1705,fort,__fo_rt___,_fort__,1942.0,1801.0,1942.0
1706,forth,__fo_rth__,_forT__,602.0,1802.0,602.0
1707,forts,__fo_rts__,_forts_,9.0,1803.0,9.0
1708,fought,__fought__,_fat___,948.0,1804.0,948.0
1709,foul,__foul____,_fWl___,239.0,1805.0,239.0
1710,fouled,__fouled__,_fWld__,30.0,1806.0,30.0
1711,fouls,__fouls___,_fulz__,7.0,1807.0,7.0
1712,found,__found___,_fWnd__,10688.0,1808.0,10688.0
1714,fourth,__fourth__,_forT__,11123.0,1810.0,11123.0
1715,fowl,__fowl____,_fWl___,16.0,1811.0,8.0
1716,fowl,__fowl____,_fWl___,16.0,1812.0,8.0
1717,fox,__fo_x____,_faks__,1097.0,1813.0,1097.0
1718,frail,_frail____,frel___,83.0,1814.0,83.0
1719,frame,_fra_me___,frem___,368.0,1815.0,368.0
1720,frames,_fra_mes__,fremz__,110.0,1816.0,110.0
1721,franc,_fra_nc___,fr@nk__,728.0,1817.0,728.0
1722,francs,_fra_ncs__,fr@nks_,3451.0,1818.0,3451.0
1723,frank,_fra_nk___,fr@nk__,3046.0,1819.0,3046.0
1724,frappe,_fra_ppe__,fr@p___,4.0,1820.0,4.0
1725,frappes,_fra_ppes_,fr@ps__,0.0,1821.0,0.0
1726,fraud,_fraud____,frad___,4050.0,1822.0,4050.0
1727,frauds,_frauds___,fradz__,89.0,1823.0,89.0
1728,fray,_fray_____,fre____,241.0,1824.0,241.0
1729,frayed,_frayed___,fred___,40.0,1825.0,40.0
1730,frays,_frays____,frez___,5.0,1826.0,5.0
1731,freak,_freak____,frik___,45.0,1827.0,45.0
1732,freaks,_freaks___,friks__,30.0,1828.0,30.0
1733,free,_free_____,fri____,10721.0,1829.0,10721.0
1734,freeze,_freeze___,friz___,1079.0,1830.0,1079.0
1735,freight,_freight__,fret___,942.0,1831.0,942.0
1736,freights,_freights_,frets__,1.0,1832.0,1.0
1737,french,_fre_nch__,frEnC__,7270.0,1833.0,3635.0
1738,french,_fre_nch__,frEnC__,7270.0,1834.0,3635.0
1739,fresh,_fre_sh___,frES___,1749.0,1835.0,1749.0
1740,fret,_fre_t____,frEt___,167.0,1836.0,167.0
1741,frets,_fre_ts___,frEts__,121.0,1837.0,121.0
1742,fridge,_fri_dge__,frIJ___,12.0,1838.0,12.0
1743,fried,_fried____,frAd___,410.0,1839.0,410.0
1744,friend,_friend___,frEnd__,2123.0,1840.0,2123.0
1745,friends,_friends__,frEndz_,2683.0,1841.0,2683.0
1746,fries,_fries____,frAz___,108.0,1842.0,108.0
1747,frieze,_frieze___,friz___,7.0,1843.0,7.0
1748,fright,_fri_ght__,frAt___,33.0,1844.0,33.0
1749,frights,_fri_ghts_,frAts__,0.0,1845.0,0.0
1750,frill,_fri_ll___,frIl___,14.0,1846.0,14.0
1751,frills,_fri_lls__,frIlz__,90.0,1847.0,90.0
1752,fringe,_fri_nge__,frInJ__,221.0,1848.0,221.0
1753,frisk,_fri_sk___,frIsk__,5.0,1849.0,5.0
1754,frizz,_fri_zz___,frIz___,3.0,1850.0,3.0
1755,fro,_fro______,fro____,5.0,1851.0,5.0
1756,frock,_fro_ck___,frak___,9.0,1852.0,9.0
1757,frocks,_fro_cks__,fraks__,10.0,1853.0,10.0
1758,frog,_fro_g____,frag___,39.0,1854.0,39.0
1759,frogs,_fro_gs___,fragz__,23.0,1855.0,23.0
1760,from,_fro_m____,fr^m___,230894.0,1856.0,230894.0
1761,frond,_fro_nd___,frand__,1.0,1857.0,1.0
1762,front,_fro_nt___,fr^nt__,4345.0,1858.0,4345.0
1763,fronts,_fro_nts__,fr^nts_,239.0,1859.0,239.0
1764,frost,_fro_st___,frast__,270.0,1860.0,270.0
1765,frosts,_fro_sts__,frasts_,10.0,1861.0,10.0
1766,froth,_fro_th___,fraT___,27.0,1862.0,27.0
1767,frothed,_fro_thed_,fraDd__,1.0,1863.0,1.0
1768,froths,_fro_ths__,fraDs__,0.0,1864.0,0.0
1769,frown,_frown____,frWn___,22.0,1865.0,22.0
1770,frowned,_frowned__,frWnd__,30.0,1866.0,30.0
1771,frowns,_frowns___,frWnz__,39.0,1867.0,39.0
1772,froze,_fro_ze___,froz___,144.0,1868.0,144.0
1773,fruit,_fruit____,frut___,751.0,1869.0,751.0
1774,fruits,_fruits___,fruts__,241.0,1870.0,241.0
1775,frump,_fru_mp___,fr^mp__,7.0,1871.0,7.0
1776,frumps,_fru_mps__,fr^mps_,0.0,1872.0,0.0
1777,fry,_fry______,frA____,247.0,1873.0,247.0
1778,fuck,__fu_ck___,_f^k___,0.0,1874.0,0.0
1779,fudge,__fu_dge__,_f^J___,50.0,1875.0,50.0
1780,fuel,__fuel____,_fYl___,3095.0,1876.0,3095.0
1781,fuels,__fuels___,_fYlz__,334.0,1877.0,334.0
1782,fugue,__fu_gue__,_fYg___,9.0,1879.0,9.0
1783,full,__fu_ll___,_fUl___,11268.0,1880.0,11268.0
1784,fume,__fu_me___,_fYm___,15.0,1881.0,15.0
1785,fumes,__fu_mes__,_fumz__,159.0,1882.0,159.0
1786,fun,__fu_n____,_f^n___,934.0,1883.0,934.0
1787,fund,__fu_nd___,_f^nd__,16199.0,1884.0,16199.0
1788,funds,__fu_nds__,_f^ndz_,19129.0,1885.0,19129.0
1789,funk,__fu_nk___,_f^nk__,51.0,1886.0,51.0
1790,funks,__fu_nks__,_f^nks_,8.0,1887.0,8.0
1791,fur,__fu_r____,_f^r___,249.0,1889.0,249.0
1792,furl,__fu_rl___,_f^rl__,0.0,1890.0,0.0
1793,furled,__fu_rled_,_f^rld_,1.0,1891.0,1.0
1794,furls,__fu_rls__,_f^rlz_,0.0,1892.0,0.0
1795,furs,__fu_rs___,_f^rz__,64.0,1893.0,64.0
1796,fuse,__fu_se___,_fYz___,61.0,1894.0,61.0
1797,fuss,__fu_ss___,_f^s___,166.0,1895.0,166.0
1798,fussed,__fu_ssed_,_f^st__,7.0,1896.0,7.0
1799,fuzz,__fu_zz___,_f^z___,8.0,1897.0,8.0
1800,gab,__ga_b____,_g@b___,50.0,1898.0,50.0
1801,gabs,__ga_bs___,_g@bz__,0.0,1899.0,0.0
1802,gad,__ga_d____,_g@d___,6.0,1900.0,6.0
1803,gads,__ga_ds___,_g@dz__,0.0,1901.0,0.0
1804,gaff,__ga_ff___,_g@f___,0.0,1902.0,0.0
1805,gaffe,__ga_ffe__,_g@f___,28.0,1903.0,28.0
1806,gaffes,__ga_ffes_,_g@fs__,44.0,1904.0,44.0
1807,gaffs,__ga_ffs__,_g@fs__,0.0,1905.0,0.0
1808,gag,__ga_g____,_g@g___,59.0,1906.0,59.0
1809,gags,__ga_gs___,_g@gz__,19.0,1908.0,19.0
1810,gain,__gain____,_gen___,10335.0,1909.0,10335.0
1811,gained,__gained__,_gend__,5382.0,1910.0,5382.0
1812,gains,__gains___,_genz__,10677.0,1911.0,10677.0
1813,gait,__gait____,_get___,14.0,1912.0,14.0
1814,gaits,__gaits___,_gets__,0.0,1913.0,0.0
1815,gal,__ga_l____,_g@l___,13.0,1914.0,13.0
1816,gale,__ga_le___,_gel___,86.0,1915.0,86.0
1817,gales,__ga_les__,_gelz__,5.0,1916.0,5.0
1818,gall,__ga_ll___,_gal___,38.0,1917.0,38.0
1819,gals,__ga_ls___,_g@lz__,12.0,1919.0,12.0
1820,game,__ga_me___,_gem___,4074.0,1920.0,4074.0
1821,games,__ga_mes__,_gemz__,2221.0,1921.0,2221.0
1822,gamp,__ga_mp___,_g@mp__,0.0,1922.0,0.0
1823,gang,__ga_ng___,_g@ng__,392.0,1923.0,392.0
1824,gangs,__ga_ngs__,_g@ngz_,179.0,1924.0,179.0
1825,gap,__ga_p____,_g@p___,2132.0,1925.0,2132.0
1826,gape,__ga_pe___,_gep___,4.0,1926.0,4.0
1827,gaped,__ga_ped__,_gept__,5.0,1927.0,5.0
1828,gapes,__ga_pes__,_geps__,1.0,1928.0,1.0
1829,gaps,__ga_ps___,_g@ps__,246.0,1929.0,246.0
1830,garb,__ga_rb___,_garb__,59.0,1930.0,59.0
1831,garbs,__ga_rbs__,_garbz_,1.0,1931.0,1.0
1832,gas,__ga_s____,_g@s___,12961.0,1932.0,12961.0
1833,gash,__ga_sh___,_g@S___,12.0,1933.0,12.0
1834,gasp,__ga_sp___,_g@sp__,41.0,1934.0,41.0
1835,gasped,__ga_sped_,_g@spt_,21.0,1935.0,21.0
1836,gasps,__ga_sps__,_g@sps_,20.0,1936.0,20.0
1837,gat,__ga_t____,_g@t___,0.0,1937.0,0.0
1838,gate,__ga_te___,_get___,313.0,1938.0,313.0
1839,gates,__ga_tes__,_gets__,744.0,1939.0,744.0
1840,gauche,__gauche__,_goS___,9.0,1940.0,9.0
1841,gaud,__gaud____,_gad___,0.0,1941.0,0.0
1842,gauge,__gauge___,_geJ___,437.0,1943.0,437.0
1843,gaunt,__gaunt___,_gant__,15.0,1944.0,15.0
1844,gauze,__gauze___,_gaz___,12.0,1945.0,12.0
1845,gave,__ga_ve___,_gev___,5247.0,1946.0,5247.0
1846,gawk,__gawk____,_gak___,8.0,1947.0,8.0
1847,gay,__gay_____,_ge____,570.0,1948.0,570.0
1848,gaze,__ga_ze___,_gez___,58.0,1949.0,58.0
1849,gazed,__ga_zed__,_gezd__,14.0,1950.0,14.0
1850,gear,__gear____,_gir___,905.0,1951.0,905.0
1851,gears,__gears___,_girz__,133.0,1952.0,133.0
1852,gee,__gee_____,_Ji____,58.0,1953.0,58.0
1853,gees,__gees____,_Jiz___,5.0,1954.0,5.0
1854,geese,__geese___,_gis___,31.0,1955.0,31.0
1855,gel,__ge_l____,_JEl___,45.0,1956.0,45.0
1856,gels,__ge_ls___,_JElz__,6.0,1958.0,6.0
1857,gem,__ge_m____,_JEm___,129.0,1959.0,129.0
1858,gems,__ge_ms___,_JEmz__,53.0,1960.0,53.0
1859,gene,__ge_ne___,_Jin___,971.0,1962.0,971.0
1860,genes,__ge_nes__,_Jinz__,313.0,1963.0,313.0
1861,gent,__ge_nt___,_JEnt__,13.0,1964.0,13.0
1862,gents,__ge_nts__,_JEnts_,5.0,1965.0,5.0
1863,germ,__ge_rm___,_J^rm__,31.0,1966.0,31.0
1864,germs,__ge_rms__,_J^rmz_,20.0,1967.0,20.0
1865,get,__ge_t____,_gEt___,24986.0,1968.0,24986.0
1866,gets,__ge_ts___,_gEts__,3259.0,1969.0,3259.0
1867,ghast,_gha_st___,_g@st__,0.0,1970.0,0.0
1868,ghasts,_gha_sts__,_g@sts_,0.0,1971.0,0.0
1869,ghost,_gho_st___,_gost__,173.0,1976.0,173.0
1870,ghosts,_gho_sts__,_gosts_,57.0,1977.0,57.0
1871,ghoul,_ghoul____,_gul___,3.0,1978.0,3.0
1872,ghouls,_ghouls___,_gulz__,2.0,1979.0,2.0
1873,gibe,__gi_be___,_JAb___,3.0,1980.0,3.0
1874,gibes,__gi_bes__,_JAbz__,5.0,1981.0,5.0
1875,gift,__gi_ft___,_gIft__,734.0,1982.0,734.0
1876,gifts,__gi_fts__,_gIfts_,652.0,1983.0,652.0
1877,gig,__gi_g____,_gIg___,29.0,1984.0,29.0
1878,gigs,__gi_gs___,_gIgz__,21.0,1985.0,21.0
1879,gild,__gi_ld___,_gIld__,2.0,1986.0,2.0
1880,gilds,__gi_lds__,_gIldz_,1.0,1987.0,1.0
1881,gill,__gi_ll___,_gIl___,89.0,1988.0,89.0
1882,gills,__gi_lls__,_gIlz__,10.0,1989.0,10.0
1883,gilt,__gi_lt___,_gIlt__,199.0,1990.0,199.0
1884,gin,__gi_n____,_JIn___,103.0,1991.0,103.0
1885,gins,__gi_ns___,_JInz__,1.0,1992.0,1.0
1886,gird,__gi_rd___,_g^rd__,12.0,1993.0,12.0
1887,girds,__gi_rds__,_g^rdz_,6.0,1994.0,6.0
1888,girl,__gi_rl___,_g^rl__,765.0,1995.0,765.0
1889,girls,__gi_rls__,_g^rlz_,594.0,1996.0,594.0
1890,girth,__gi_rth__,_g^rT__,10.0,1998.0,10.0
1891,girths,__gi_rths_,_g^rTs_,0.0,1999.0,0.0
1892,gist,__gi_st___,_JIst__,25.0,2000.0,25.0
1893,gists,__gi_sts__,_JIsts_,0.0,2001.0,0.0
1894,give,__gi_ve___,_gIv___,12773.0,2002.0,12773.0
1895,gives,__gi_ves__,_gIvz__,3527.0,2003.0,3527.0
1896,glad,_gla_d____,gl@d___,323.0,2004.0,323.0
1897,glade,_gla_de___,gled___,9.0,2005.0,9.0
1898,glades,_gla_des__,gledz__,0.0,2006.0,0.0
1899,glance,_gla_nce__,gl@ns__,152.0,2007.0,152.0
1900,glanced,_gla_nced_,gl@nst_,12.0,2008.0,12.0
1901,gland,_gla_nd___,gl@nd__,32.0,2009.0,32.0
1902,glands,_gla_nds__,gl@ndz_,52.0,2010.0,52.0
1903,glare,_gla_re___,glEr___,82.0,2011.0,82.0
1904,glass,_gla_ss___,gl@s___,2297.0,2012.0,2297.0
1905,glaze,_gla_ze___,glez___,34.0,2013.0,34.0
1906,gleam,_gleam____,glim___,25.0,2014.0,25.0
1907,glean,_glean____,glin___,16.0,2015.0,16.0
1908,gleaned,_gleaned__,glind__,73.0,2016.0,73.0
1909,gleans,_gleans___,glinz__,2.0,2017.0,2.0
1910,glee,_glee_____,gli____,62.0,2018.0,62.0
1911,glees,_glees____,gliz___,0.0,2019.0,0.0
1912,glen,_gle_n____,glEn___,167.0,2020.0,167.0
1913,glens,_gle_ns___,glEnz__,12.0,2021.0,12.0
1914,glib,_gli_b____,glIb___,35.0,2022.0,35.0
1915,glide,_gli_de___,glAd___,38.0,2023.0,38.0
1916,glides,_gli_des__,glAdz__,28.0,2024.0,28.0
1917,glimpse,_gli_mpse_,glImps_,160.0,2025.0,160.0
1918,glint,_gli_nt___,glInt__,13.0,2026.0,13.0
1919,glitch,_gli_tch__,glItC__,52.0,2027.0,52.0
1920,gloat,_gloat____,glot___,14.0,2028.0,14.0
1921,gloats,_gloats___,glots__,15.0,2029.0,15.0
1922,glob,_glo_b____,glab___,1.0,2030.0,1.0
1923,globe,_glo_be___,glob___,581.0,2031.0,581.0
1924,globes,_glo_bes__,globz__,5.0,2032.0,5.0
1925,globs,_glo_bs___,glabz__,5.0,2033.0,5.0
1926,gloom,_gloom____,glum___,168.0,2034.0,168.0
1927,glooms,_glooms___,glumz__,0.0,2035.0,0.0
1928,gloss,_glo_ss___,glas___,58.0,2036.0,58.0
1929,glove,_glo_ve___,gl^v___,95.0,2037.0,95.0
1930,gloves,_glo_ves__,gl^vz__,237.0,2038.0,237.0
1931,glow,_glow_____,glo____,116.0,2039.0,116.0
1932,glue,_glue_____,glu____,87.0,2040.0,87.0
1933,glued,_glued____,glud___,42.0,2041.0,42.0
1934,glues,_glues____,gluz___,7.0,2042.0,7.0
1935,glut,_glu_t____,gl^t___,428.0,2043.0,428.0
1936,gluts,_glu_ts___,gl^ts__,26.0,2044.0,26.0
1937,gnarl,_gna_rl___,_narl__,0.0,2045.0,0.0
1938,gnash,_gna_sh___,_n@S___,5.0,2046.0,5.0
1939,gnashed,_gna_shed_,_n@St__,0.0,2047.0,0.0
1940,gnat,_gna_t____,_n@t___,6.0,2048.0,6.0
1941,gnats,_gna_ts___,_n@ts__,5.0,2049.0,5.0
1942,gnaw,_gnaw_____,_na____,9.0,2050.0,9.0
1943,gnawed,_gnawed___,_nad___,3.0,2051.0,3.0
1944,gnaws,_gnaws____,_naz___,13.0,2052.0,13.0
1945,gnome,_gno_me___,_nom___,3.0,2053.0,3.0
1946,gnomes,_gno_mes__,_nomz__,8.0,2054.0,8.0
1947,gnu,_gnu______,_nu____,6.0,2055.0,6.0
1948,gnus,_gnu_s____,_nuz___,0.0,2056.0,0.0
1949,go,__go______,_go____,15656.0,2057.0,15656.0
1950,goad,__goad____,_god___,14.0,2058.0,14.0
1951,goads,__goads___,_godz__,3.0,2059.0,3.0
1952,goal,__goal____,_gol___,2913.0,2060.0,2913.0
1953,goals,__goals___,_golz__,1451.0,2061.0,1451.0
1954,goat,__goat____,_got___,100.0,2062.0,100.0
1955,goats,__goats___,_gots__,56.0,2063.0,56.0
1956,gob,__go_b____,_gab___,1.0,2064.0,1.0
1957,gobs,__go_bs___,_gabz__,15.0,2065.0,15.0
1958,god,__go_d____,_gad___,862.0,2066.0,862.0
1959,gods,__go_ds___,_gadz__,103.0,2067.0,103.0
1960,goes,__goes____,_goz___,3827.0,2068.0,3827.0
1961,gold,__go_ld___,_gold__,10318.0,2069.0,10318.0
1962,golds,__go_lds__,_goldz_,20.0,2070.0,20.0
1963,golf,__go_lf___,_galf__,824.0,2071.0,824.0
1964,golfs,__go_lfs__,_galfs_,6.0,2072.0,6.0
1965,gong,__go_ng___,_gang__,30.0,2073.0,30.0
1966,gongs,__go_ngs__,_gangz_,11.0,2074.0,11.0
1967,goo,__goo_____,_gu____,24.0,2075.0,24.0
1968,good,__good____,_gUd___,18471.0,2076.0,18471.0
1969,goods,__goods___,_gUdz__,7181.0,2077.0,7181.0
1970,goof,__goof____,_guf___,23.0,2078.0,23.0
1971,goon,__goon____,_gun___,8.0,2079.0,8.0
1972,goons,__goons___,_gunz__,13.0,2080.0,13.0
1973,goose,__goose___,_gus___,79.0,2082.0,79.0
1974,gore,__go_re___,_gor___,930.0,2083.0,930.0
1975,gores,__go_res__,_gorz__,0.0,2084.0,0.0
1976,gorge,__go_rge__,_gorJ__,22.0,2085.0,22.0
1977,got,__go_t____,_gat___,10012.0,2088.0,10012.0
1978,gouge,__gouge___,_gWJ___,18.0,2089.0,18.0
1979,gouged,__gouged__,_gWJd__,11.0,2090.0,11.0
1980,gourd,__gourd___,_gord__,11.0,2091.0,11.0
1981,gourds,__gourds__,_gordz_,1.0,2092.0,1.0
1982,gout,__gout____,_gWt___,10.0,2093.0,10.0
1983,gown,__gown____,_gWn___,42.0,2095.0,42.0
1984,gowns,__gowns___,_gWnz__,56.0,2096.0,56.0
1985,grab,_gra_b____,gr@b___,368.0,2097.0,368.0
1986,grabbed,_gra_bbed_,gr@bd__,204.0,2098.0,204.0
1987,grabs,_gra_bs___,gr@bz__,177.0,2099.0,177.0
1988,grace,_gra_ce___,gres___,1113.0,2100.0,1113.0
1989,grad,_gra_d____,gr@d___,34.0,2101.0,34.0
1990,grade,_gra_de___,gred___,1274.0,2102.0,1274.0
1991,grades,_gra_des__,gredz__,261.0,2103.0,261.0
1992,grads,_gra_ds___,gr@dz__,31.0,2104.0,31.0
1993,graft,_gra_ft___,gr@ft__,65.0,2105.0,65.0
1994,grafts,_gra_fts__,gr@fts_,19.0,2106.0,19.0
1995,grail,_grail____,grel___,26.0,2107.0,26.0
1996,grails,_grails___,grelz__,0.0,2108.0,0.0
1997,grain,_grain____,gren___,2041.0,2109.0,2041.0
1998,grains,_grains___,grenz__,552.0,2110.0,552.0
1999,gram,_gra_m____,gr@m___,44.0,2111.0,44.0
2000,grams,_gra_ms___,gr@mz__,60.0,2112.0,60.0
2001,grand,_gra_nd___,gr@nd__,4244.0,2113.0,4244.0
2002,grange,_gra_nge__,grenJ__,8.0,2114.0,8.0
2003,grant,_gra_nt___,gr@nt__,1996.0,2115.0,1996.0
2004,grants,_gra_nts__,gr@nts_,967.0,2116.0,967.0
2005,grape,_gra_pe___,grep___,127.0,2117.0,127.0
2006,grapes,_gra_pes__,greps__,160.0,2118.0,160.0
2007,graph,_gra_ph___,gr@f___,46.0,2119.0,46.0
2008,graphs,_gra_phs__,gr@fs__,65.0,2120.0,65.0
2009,grasp,_gra_sp___,gr@sp__,243.0,2121.0,243.0
2010,grasped,_gra_sped_,gr@spt_,33.0,2122.0,33.0
2011,grasps,_gra_sps__,gr@sps_,9.0,2123.0,9.0
2012,grass,_gra_ss___,gr@s___,482.0,2124.0,482.0
2013,grate,_gra_te___,gret___,15.0,2125.0,15.0
2014,grates,_gra_tes__,grets__,25.0,2126.0,25.0
2015,grave,_gra_ve___,grev___,344.0,2127.0,344.0
2016,graves,_gra_ves__,grevz__,118.0,2128.0,118.0
2017,gray,_gray_____,gre____,1642.0,2129.0,1642.0
2018,graze,_gra_ze___,grez___,26.0,2130.0,26.0
2019,grazed,_gra_zed__,grezd__,7.0,2131.0,7.0
2020,grease,_grease___,gris___,98.0,2132.0,98.0
2021,great,_great____,gret___,8781.0,2133.0,8781.0
2022,greed,_greed____,grid___,316.0,2135.0,316.0
2023,greeds,_greeds___,gridz__,1.0,2136.0,1.0
2024,green,_green____,grin___,2189.0,2137.0,2189.0
2025,greet,_greet____,grit___,89.0,2138.0,89.0
2026,greets,_greets___,grits__,34.0,2139.0,34.0
2027,grew,_grew_____,gru____,3802.0,2140.0,3802.0
2028,grey,_grey_____,gre____,239.0,2141.0,239.0
2029,grid,_gri_d____,grId___,87.0,2142.0,87.0
2030,grids,_gri_ds___,grIdz__,6.0,2143.0,6.0
2031,grief,_grief____,grif___,83.0,2144.0,83.0
2032,griefs,_griefs___,grifs__,2.0,2145.0,2.0
2033,grieve,_grieve___,griv___,13.0,2146.0,13.0
2034,grieved,_grieved__,grivd__,5.0,2147.0,5.0
2035,grieves,_grieves__,grivz__,1.0,2148.0,1.0
2036,grill,_gri_ll___,grIl___,72.0,2149.0,72.0
2037,grille,_gri_lle__,grIl___,9.0,2150.0,9.0
2038,grilles,_gri_lles_,grIlz__,7.0,2151.0,7.0
2039,grills,_gri_lls__,grIlz__,26.0,2152.0,26.0
2040,grim,_gri_m____,grIm___,289.0,2153.0,289.0
2041,grime,_gri_me___,grAm___,13.0,2154.0,13.0
2042,grimed,_gri_med__,grAmd__,0.0,2155.0,0.0
2043,grimes,_gri_mes__,grAmz__,50.0,2156.0,50.0
2044,grin,_gri_n____,grIn___,94.0,2157.0,94.0
2045,grind,_gri_nd___,grAnd__,113.0,2158.0,113.0
2046,grinds,_gri_nds__,grAndz_,34.0,2159.0,34.0
2047,grinned,_gri_nned_,grInd__,10.0,2160.0,10.0
2048,grins,_gri_ns___,grInz__,35.0,2161.0,35.0
2049,grip,_gri_p____,grIp___,457.0,2162.0,457.0
2050,gripe,_gri_pe___,grAp___,61.0,2163.0,61.0
2051,gripes,_gri_pes__,grAps__,78.0,2164.0,78.0
2052,grips,_gri_ps___,grIps__,130.0,2165.0,130.0
2053,grist,_gri_st___,grIst__,36.0,2166.0,36.0
2054,grit,_gri_t____,grIt___,32.0,2168.0,32.0
2055,grits,_gri_ts___,grIts__,12.0,2169.0,12.0
2056,groan,_groan____,gron___,24.0,2170.0,24.0
2057,groaned,_groaned__,grond__,11.0,2171.0,11.0
2058,groans,_groans___,gronz__,34.0,2172.0,34.0
2059,grog,_gro_g____,grag___,1.0,2175.0,1.0
2060,groin,_groin____,grOn___,11.0,2176.0,11.0
2061,groins,_groins___,grOnz__,0.0,2177.0,0.0
2062,groom,_groom____,grum___,46.0,2178.0,46.0
2063,grooms,_grooms___,grumz__,9.0,2179.0,9.0
2064,groove,_groove___,gruv___,20.0,2180.0,20.0
2065,grooves,_grooves__,gruvz__,8.0,2181.0,8.0
2066,grope,_gro_pe___,grop___,14.0,2182.0,14.0
2067,groped,_gro_ped__,gropt__,5.0,2183.0,5.0
2068,gropes,_gro_pes__,grops__,5.0,2184.0,5.0
2069,gross,_gro_ss___,gros___,2564.0,2185.0,2564.0
2071,grouch,_grouch___,grWC___,2.0,2187.0,2.0
2072,ground,_ground___,grWnd__,3526.0,2188.0,3526.0
2073,group,_group____,grup___,49355.0,2189.0,49355.0
2074,groups,_groups___,grups__,7771.0,2190.0,7771.0
2075,grouse,_grouse___,grWs___,44.0,2191.0,44.0
2076,grout,_grout____,grWt___,7.0,2192.0,7.0
2077,grove,_gro_ve___,grov___,265.0,2193.0,265.0
2078,groves,_gro_ves__,grovz__,62.0,2194.0,62.0
2079,grow,_grow_____,gro____,3372.0,2195.0,3372.0
2080,growl,_growl____,grWl___,13.0,2196.0,13.0
2081,growled,_growled__,grWld__,13.0,2197.0,13.0
2082,growls,_growls___,grWlz__,23.0,2198.0,23.0
2083,grows,_grows____,groz___,464.0,2199.0,464.0
2084,growth,_growth___,groT___,18449.0,2200.0,18449.0
2085,growths,_growths__,groTs__,15.0,2201.0,15.0
2086,grub,_gru_b____,gr^b___,7.0,2202.0,7.0
2087,grubs,_gru_bs___,gr^bz__,1.0,2203.0,1.0
2088,grudge,_gru_dge__,gr^J___,29.0,2204.0,29.0
2089,gruff,_gru_ff___,gr^f___,44.0,2205.0,44.0
2090,grunt,_gru_nt___,gr^nt__,12.0,2206.0,12.0
2091,grunts,_gru_nts__,gr^nts_,19.0,2207.0,19.0
2092,guard,__guard___,_gard__,1421.0,2208.0,1421.0
2093,guards,__guards__,_gardz_,429.0,2209.0,429.0
2094,guess,__guess___,_gEs___,939.0,2210.0,939.0
2095,guessed,__guessed_,_gEst__,120.0,2211.0,120.0
2096,guest,__guest___,_gEst__,432.0,2212.0,432.0
2097,guests,__guests__,_gEsts_,521.0,2213.0,521.0
2098,guide,__guide___,_gAd___,1294.0,2214.0,1294.0
2099,guides,__guides__,_gAdz__,247.0,2215.0,247.0
2100,guild,__guild___,_gIld__,410.0,2216.0,410.0
2101,guilds,__guilds__,_gIldz_,9.0,2217.0,9.0
2102,guile,__guile___,_gAl___,11.0,2218.0,11.0
2103,guiles,__guiles__,_gAlz__,0.0,2219.0,0.0
2104,guilt,__guilt___,_gIlt__,415.0,2220.0,415.0
2105,guilts,__guilts__,_gIlts_,2.0,2221.0,2.0
2106,guise,__guise___,_gAz___,82.0,2222.0,82.0
2107,gulch,__gu_lch__,_g^lC__,26.0,2223.0,26.0
2108,gulf,__gu_lf___,_g^lf__,5024.0,2224.0,5024.0
