,word,ort,pho,wf,sfi,d,u,f,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9,gr10,gr11,gr12,gr13,gr14,img,wn_idx
1690,fort,__fo_rt___,__fort____,1942.0,53.79999924,0.641499996,24.0,575.0,8.0,14.0,25.0,30.0,25.0,27.0,25.0,23.0,21.0,21.0,20.0,20.0,9.0,575.0,6.0,1801
1691,forth,__fo_rth__,__forT____,602.0,58.70000076,0.9837999940000001,74.0,1299.0,15.0,37.0,51.0,61.0,71.0,61.0,59.0,67.0,69.0,75.0,81.0,86.0,73.0,1299.0,3.2,1802
1692,forts,__fo_rts__,__forts___,9.0,44.29999924,0.281199992,2.0,106.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,1.0,106.0,4.193220934316819,1803
1693,fought,__fought__,__fat_____,948.0,56.0,0.534600019,40.0,1074.0,5.0,21.0,31.0,34.0,42.0,49.0,55.0,53.0,55.0,49.0,45.0,38.0,31.0,1074.0,3.9,1804
1694,foul,__foul____,__fWl_____,239.0,47.79999924,0.8406000140000001,6.0,118.0,3.0,2.0,4.0,5.0,5.0,4.0,6.0,7.0,7.0,7.0,8.0,7.0,1.0,118.0,3.6,1805
1695,fouled,__fouled__,__fWld____,30.0,41.09999847,0.6933000090000001,1.0,29.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,29.0,4.193220934316819,1806
1696,fouls,__fouls___,__fulz____,7.0,25.10000038,0.0,0.032499999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,1807
1697,found,__found___,__fWnd____,10688.0,68.40000153,0.967700005,690.0,12231.0,533.0,535.0,632.0,675.0,736.0,775.0,765.0,753.0,740.0,712.0,702.0,670.0,561.0,12231.0,2.7,1808
1698,fourth,__fourth__,__forT____,11123.0,57.09999847,0.9718000290000001,51.0,916.0,14.0,21.0,38.0,40.0,42.0,50.0,53.0,53.0,56.0,54.0,57.0,54.0,55.0,916.0,4.193220934316819,1810
1699,fowl,__fowl____,__fWl_____,16.0,43.70000076,0.718100011,2.0,52.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,52.0,5.1,1811
1700,fox,__fo_x____,__faks____,1097.0,55.0,0.43900001,31.0,917.0,270.0,113.0,70.0,57.0,29.0,21.0,21.0,21.0,18.0,14.0,11.0,6.0,3.0,917.0,6.4,1813
1701,frail,_frail____,_frel_____,83.0,45.40000153,0.6676999929999999,3.0,79.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,0.0,79.0,3.4,1814
1702,frame,_fra_me___,_frem_____,368.0,54.79999924,0.6985999940000001,30.0,686.0,9.0,17.0,26.0,26.0,26.0,20.0,24.0,27.0,28.0,30.0,34.0,35.0,35.0,686.0,6.0,1815
1703,frames,_fra_mes__,_fremz____,110.0,48.79999924,0.6902999879999999,7.0,173.0,5.0,2.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,9.0,9.0,8.0,6.0,173.0,4.193220934316819,1816
1704,franc,_fra_nc___,_fr@nk____,728.0,31.20000076,0.0,0.131300002,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.6,1817
1705,francs,_fra_ncs__,_fr@nks___,3451.0,41.70000076,0.576399982,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,38.0,4.193220934316819,1818
1706,frank,_fra_nk___,_fr@nk____,3046.0,56.20000076,0.8059999940000001,41.0,837.0,118.0,52.0,55.0,54.0,48.0,41.0,37.0,29.0,23.0,18.0,17.0,13.0,9.0,837.0,3.7,1819
1707,frappe,_fra_ppe__,_fr@p_____,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,1820
1708,frappes,_fra_ppes_,_fr@ps____,0.0,22.10000038,0.0,0.0163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.193220934316819,1821
1709,fraud,_fraud____,_frad_____,4050.0,45.5,0.802399993,3.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,4.0,9.0,74.0,2.9,1822
1710,frauds,_frauds___,_fradz____,89.0,39.40000153,0.571399987,0.875500023,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.193220934316819,1823
1711,fray,_fray_____,_fre______,241.0,39.90000153,0.561600029,0.9769999979999999,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.1,1824
1712,frayed,_frayed___,_fred_____,40.0,41.5,0.7642999890000001,1.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,30.0,4.193220934316819,1825
1713,frays,_frays____,_frez_____,5.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1826
1714,freak,_freak____,_frik_____,45.0,40.79999924,0.43410000200000004,1.0,35.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0,4.3,1827
1715,freaks,_freaks___,_friks____,30.0,36.40000153,0.314500004,0.440600008,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.193220934316819,1828
1716,free,_free_____,_fri______,10721.0,63.0,0.9727,199.0,3518.0,92.0,116.0,120.0,123.0,149.0,171.0,183.0,190.0,194.0,213.0,209.0,226.0,258.0,3518.0,3.0,1829
1717,freeze,_freeze___,_friz_____,1079.0,50.40000153,0.889199972,10.0,208.0,4.0,8.0,13.0,11.0,11.0,10.0,9.0,9.0,8.0,7.0,7.0,4.0,7.0,208.0,5.2,1830
1718,freight,_freight__,_fret_____,942.0,48.79999924,0.716600001,7.0,170.0,0.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,10.0,10.0,9.0,6.0,170.0,4.7,1831
1719,freights,_freights_,_frets____,1.0,28.10000038,0.0,0.065099999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.193220934316819,1832
1720,french,_fre_nch__,_frEnC____,7270.0,61.40000153,0.8050000070000001,137.0,2799.0,5.0,20.0,30.0,45.0,92.0,118.0,139.0,154.0,161.0,172.0,183.0,195.0,196.0,2799.0,4.193220934316819,1833
1721,fresh,_fre_sh___,_frES_____,1749.0,59.29999924,0.864600003,85.0,1648.0,40.0,70.0,83.0,86.0,102.0,100.0,106.0,112.0,108.0,99.0,95.0,85.0,36.0,1648.0,3.2,1835
1722,fret,_fre_t____,_frEt_____,167.0,39.0,0.41159999399999997,0.796899974,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.6,1836
1723,frets,_fre_ts___,_frEts____,121.0,23.0,0.032699998,0.0198,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,1837
1724,fridge,_fri_dge__,_frIJ_____,12.0,30.60000038,0.0,0.11420000300000001,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.193220934316819,1838
1725,fried,_fried____,_frAd_____,410.0,47.90000153,0.480100006,6.0,177.0,1.0,10.0,8.0,7.0,7.0,6.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,177.0,4.193220934316819,1839
1726,friend,_friend___,_frEnd____,2123.0,62.40000153,0.843400002,173.0,3396.0,427.0,343.0,276.0,234.0,205.0,176.0,175.0,164.0,157.0,126.0,123.0,111.0,36.0,3396.0,5.6,1840
1727,friends,_friends__,_frEndz___,2683.0,63.29999924,0.8453000190000001,215.0,4224.0,522.0,362.0,284.0,268.0,244.0,227.0,214.0,207.0,198.0,170.0,162.0,136.0,89.0,4224.0,4.193220934316819,1841
1728,fries,_fries____,_frAz_____,108.0,43.79999924,0.6902999879999999,2.0,56.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,56.0,4.193220934316819,1842
1729,frieze,_frieze___,_friz_____,7.0,28.0,0.09629999800000001,0.062799998,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.193220934316819,1843
1730,fright,_fri_ght__,_frAt_____,33.0,47.0,0.449600011,4.0,143.0,1.0,5.0,7.0,7.0,8.0,7.0,6.0,5.0,5.0,3.0,2.0,2.0,1.0,143.0,3.3,1844
1731,frights,_fri_ghts_,_frAts____,0.0,22.10000038,0.0,0.0163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.193220934316819,1845
1732,frill,_fri_ll___,_frIl_____,14.0,27.60000038,0.17350000100000001,0.057799999000000005,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1846
1733,frills,_fri_lls__,_frIlz____,90.0,37.40000153,0.49869999299999995,0.546800017,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.193220934316819,1847
1734,fringe,_fri_nge__,_frInJ____,221.0,46.59999847,0.7099999790000001,4.0,102.0,0.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,6.0,6.0,4.0,5.0,102.0,4.6,1848
1735,frisk,_fri_sk___,_frIsk____,5.0,32.70000076,0.195899993,0.18790000699999998,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.6,1849
1736,frizz,_fri_zz___,_frIz_____,3.0,28.10000038,0.0,0.065300003,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.6,1850
1737,fro,_fro______,_fro______,5.0,45.59999847,0.519500017,3.0,98.0,0.0,1.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,0.0,98.0,4.193220934316819,1851
1738,frock,_fro_ck___,_frak_____,9.0,41.5,0.306800008,1.0,49.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,49.0,3.0,1852
1739,frocks,_fro_cks__,_fraks____,10.0,34.70000076,0.205400005,0.29820001100000004,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.193220934316819,1853
1740,frog,_fro_g____,_frag_____,39.0,56.0,0.510900021,40.0,1094.0,876.0,101.0,28.0,22.0,19.0,15.0,14.0,13.0,11.0,5.0,6.0,4.0,3.0,1094.0,6.7,1854
1741,frogs,_fro_gs___,_fragz____,23.0,51.5,0.476799995,14.0,415.0,58.0,33.0,20.0,16.0,14.0,13.0,13.0,12.0,9.0,9.0,7.0,8.0,4.0,415.0,4.193220934316819,1855
1742,from,_fro_m____,_fr^m_____,230894.0,76.5,0.9951999779999999,4490.0,77868.0,2044.0,2639.0,3623.0,3909.0,4582.0,4745.0,4820.0,4921.0,4953.0,4998.0,5043.0,5032.0,4610.0,77868.0,2.0,1856
1743,frond,_fro_nd___,_frand____,1.0,33.59999847,0.313800007,0.230499998,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.193220934316819,1857
1744,front,_fro_nt___,_fr^nt____,4345.0,64.40000153,0.916299999,278.0,5134.0,372.0,447.0,450.0,421.0,317.0,302.0,291.0,273.0,256.0,218.0,197.0,161.0,72.0,5134.0,4.4,1858
1745,fronts,_fro_nts__,_fr^nts___,239.0,45.29999924,0.697300017,3.0,78.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,2.0,78.0,4.193220934316819,1859
1746,frost,_fro_st___,_frast____,270.0,52.20000076,0.823099971,16.0,334.0,11.0,6.0,16.0,16.0,21.0,23.0,22.0,23.0,17.0,15.0,13.0,8.0,2.0,334.0,5.8,1860
1747,frosts,_fro_sts__,_frasts___,10.0,40.20000076,0.597199976,1.0,26.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,26.0,4.193220934316819,1861
1748,froth,_fro_th___,_fraT_____,27.0,39.0,0.537500024,0.800700009,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.1,1862
1749,frothed,_fro_thed_,_fraDd____,1.0,30.29999924,0.25630000199999997,0.10779999900000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.193220934316819,1863
1750,froths,_fro_ths__,_fraDs____,0.0,22.10000038,0.0,0.0163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.193220934316819,1864
1751,frown,_frown____,_frWn_____,22.0,47.29999924,0.638800025,5.0,125.0,8.0,11.0,9.0,8.0,7.0,6.0,6.0,5.0,3.0,2.0,2.0,1.0,0.0,125.0,5.8,1865
1752,frowned,_frowned__,_frWnd____,30.0,49.0,0.399500012,7.0,241.0,25.0,25.0,22.0,20.0,10.0,7.0,5.0,5.0,4.0,2.0,2.0,2.0,1.0,241.0,4.193220934316819,1866
1753,frowns,_frowns___,_frWnz____,39.0,37.40000153,0.517400026,0.555499971,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.193220934316819,1867
1754,froze,_fro_ze___,_froz_____,144.0,47.20000076,0.549199998,5.0,137.0,5.0,10.0,8.0,9.0,9.0,8.0,8.0,7.0,6.0,4.0,3.0,1.0,0.0,137.0,5.0,1868
1755,fruit,_fruit____,_frut_____,751.0,56.79999924,0.8271999959999999,48.0,968.0,32.0,48.0,50.0,55.0,54.0,56.0,57.0,57.0,61.0,55.0,48.0,40.0,22.0,968.0,6.3,1869
1756,fruits,_fruits___,_fruts____,241.0,54.70000076,0.618399978,29.0,748.0,4.0,26.0,26.0,35.0,25.0,28.0,27.0,34.0,37.0,34.0,32.0,32.0,21.0,748.0,4.193220934316819,1870
1757,frump,_fru_mp___,_fr^mp____,7.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,1871
1758,frumps,_fru_mps__,_fr^mps___,0.0,25.10000038,0.0,0.032499999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,1872
1759,fry,_fry______,_frA______,247.0,46.40000153,0.6804999709999999,4.0,100.0,9.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,100.0,5.4,1873
1760,fuck,__fu_ck___,__f^k_____,0.0,33.70000076,0.177499995,0.233400002,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.193220934316819,1874
1761,fudge,__fu_dge__,__f^J_____,50.0,45.70000076,0.460999995,3.0,105.0,6.0,8.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,6.5,1875
1762,fuel,__fuel____,__fYl_____,3095.0,57.40000153,0.6571999789999999,54.0,1338.0,8.0,21.0,24.0,24.0,43.0,51.0,59.0,62.0,67.0,81.0,88.0,88.0,60.0,1338.0,4.193220934316819,1876
1763,fuels,__fuels___,__fYlz____,334.0,52.79999924,0.614499986,19.0,499.0,0.0,4.0,6.0,7.0,14.0,22.0,20.0,24.0,26.0,25.0,27.0,21.0,20.0,499.0,4.193220934316819,1877
1764,fugue,__fu_gue__,__fYg_____,9.0,20.79999924,0.0,0.0119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1879
1765,full,__fu_ll___,__fUl_____,11268.0,63.09999847,0.9692999720000001,206.0,3646.0,92.0,167.0,192.0,227.0,187.0,204.0,215.0,220.0,218.0,216.0,209.0,189.0,157.0,3646.0,3.4,1880
1766,fume,__fu_me___,__fYm_____,15.0,33.09999847,0.315699995,0.20460000600000003,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.7,1881
1767,fumes,__fu_mes__,__fumz____,159.0,46.5,0.688199997,4.0,106.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,6.0,6.0,7.0,7.0,6.0,5.0,106.0,4.193220934316819,1882
1768,fun,__fu_n____,__f^n_____,934.0,59.90000153,0.848100007,97.0,1910.0,629.0,241.0,159.0,139.0,102.0,78.0,73.0,66.0,55.0,43.0,36.0,29.0,12.0,1910.0,3.6,1883
1769,fund,__fu_nd___,__f^nd____,16199.0,48.90000153,0.467400014,7.0,257.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0,14.0,22.0,257.0,3.4,1884
1770,funds,__fu_nds__,__f^ndz___,19129.0,53.09999847,0.621200025,20.0,520.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,6.0,11.0,14.0,22.0,88.0,520.0,4.193220934316819,1885
1771,funk,__fu_nk___,__f^nk____,51.0,33.70000076,0.31549999100000004,0.23530000399999998,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.6,1886
1772,funks,__fu_nks__,__f^nks___,8.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,1887
1773,fur,__fu_r____,__f^r_____,249.0,55.90000153,0.740199983,39.0,843.0,60.0,55.0,53.0,54.0,48.0,45.0,43.0,45.0,42.0,37.0,32.0,25.0,11.0,843.0,6.4,1889
1774,furl,__fu_rl___,__f^rl____,0.0,30.70000076,0.31549999100000004,0.11770000300000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.193220934316819,1890
1775,furled,__fu_rled_,__f^rld___,1.0,34.79999924,0.26699999,0.301499993,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.193220934316819,1891
1776,furls,__fu_rls__,__f^rlz___,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,1892
1777,furs,__fu_rs___,__f^rz____,64.0,49.09999847,0.517700016,8.0,223.0,1.0,6.0,10.0,13.0,10.0,10.0,7.0,8.0,6.0,8.0,7.0,6.0,1.0,223.0,4.193220934316819,1893
1778,fuse,__fu_se___,__fYz_____,61.0,46.79999924,0.590399981,4.0,126.0,0.0,0.0,1.0,2.0,4.0,3.0,3.0,5.0,5.0,2.0,3.0,4.0,7.0,126.0,4.1,1894
1779,fuss,__fu_ss___,__f^s_____,166.0,48.09999847,0.712300003,6.0,140.0,40.0,14.0,9.0,9.0,6.0,5.0,4.0,5.0,4.0,3.0,1.0,1.0,0.0,140.0,2.7,1895
1780,fussed,__fu_ssed_,__f^st____,7.0,40.09999847,0.566699982,1.0,26.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,4.193220934316819,1896
1781,fuzz,__fu_zz___,__f^z_____,8.0,38.90000153,0.6055999989999999,0.774600029,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.5,1897
1782,gab,__ga_b____,__g@b_____,50.0,26.89999962,0.0,0.048999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.2,1898
1783,gabs,__ga_bs___,__g@bz____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,1899
1784,gad,__ga_d____,__g@d_____,6.0,29.29999924,0.289900005,0.08510000300000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,1900
1785,gads,__ga_ds___,__g@dz____,0.0,22.10000038,0.0,0.0163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.193220934316819,1901
1786,gaff,__ga_ff___,__g@f_____,0.0,35.40000153,0.246199995,0.345099986,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.193220934316819,1902
1787,gaffe,__ga_ffe__,__g@f_____,28.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,1903
1788,gaffes,__ga_ffes_,__g@fs____,44.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,1904
1789,gaffs,__ga_ffs__,__g@fs____,0.0,25.10000038,0.0,0.032600001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,1905
1790,gag,__ga_g____,__g@g_____,59.0,40.90000153,0.5637999770000001,1.0,31.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,31.0,4.1,1906
1791,gags,__ga_gs___,__g@gz____,19.0,29.10000038,0.0,0.081299998,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.193220934316819,1908
1792,gain,__gain____,__gen_____,10335.0,57.0,0.9351999759999999,49.0,905.0,0.0,1.0,7.0,11.0,25.0,34.0,37.0,40.0,41.0,50.0,58.0,71.0,104.0,905.0,2.8,1909
1793,gained,__gained__,__gend____,5382.0,55.40000153,0.899900019,34.0,656.0,0.0,2.0,4.0,6.0,18.0,22.0,27.0,31.0,34.0,41.0,45.0,50.0,65.0,656.0,4.193220934316819,1910
1794,gains,__gains___,__genz____,10677.0,49.29999924,0.674899995,8.0,204.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,5.0,6.0,7.0,10.0,11.0,24.0,204.0,4.193220934316819,1911
1795,gait,__gait____,__get_____,14.0,43.5,0.6644999979999999,2.0,52.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,52.0,2.6,1912
1796,gaits,__gaits___,__gets____,0.0,26.79999924,0.27189999800000003,0.048099998,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,1913
1797,gal,__ga_l____,__g@l_____,13.0,40.0,0.39469999100000003,1.0,31.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.193220934316819,1914
1798,gale,__ga_le___,__gel_____,86.0,44.59999847,0.38530001,2.0,89.0,6.0,0.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,0.0,89.0,2.8,1915
1799,gales,__ga_les__,__gelz____,5.0,39.59999847,0.618700027,0.91049999,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.193220934316819,1916
1800,gall,__ga_ll___,__gal_____,38.0,39.0,0.28580001,0.789200008,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.3,1917
1801,gals,__ga_ls___,__g@lz____,12.0,35.09999847,0.313699991,0.322699994,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.193220934316819,1919
1802,game,__ga_me___,__gem_____,4074.0,61.5,0.836300015,140.0,2775.0,337.0,201.0,161.0,178.0,158.0,144.0,140.0,139.0,132.0,125.0,115.0,107.0,55.0,2775.0,4.9,1920
1803,games,__ga_mes__,__gemz____,2221.0,57.20000076,0.7821000220000001,52.0,1080.0,89.0,64.0,52.0,47.0,54.0,60.0,62.0,66.0,68.0,62.0,54.0,48.0,24.0,1080.0,4.193220934316819,1921
1804,gamp,__ga_mp___,__g@mp____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,1922
1805,gang,__ga_ng___,__g@ng____,392.0,51.09999847,0.693700016,12.0,289.0,12.0,10.0,16.0,15.0,16.0,17.0,17.0,14.0,12.0,9.0,9.0,7.0,3.0,289.0,5.5,1923
1806,gangs,__ga_ngs__,__g@ngz___,179.0,43.0,0.4542,2.0,59.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,59.0,4.193220934316819,1924
1807,gap,__ga_p____,__g@p_____,2132.0,52.79999924,0.8776000140000001,18.0,363.0,6.0,2.0,6.0,8.0,7.0,10.0,12.0,14.0,16.0,19.0,19.0,20.0,31.0,363.0,4.9,1925
1808,gape,__ga_pe___,__gep_____,4.0,32.29999924,0.18700000600000002,0.168599993,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.8,1926
1809,gaped,__ga_ped__,__gept____,5.0,38.59999847,0.369599998,0.725700021,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.193220934316819,1927
1810,gapes,__ga_pes__,__geps____,1.0,26.79999924,0.272199988,0.048099998,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,1928
1811,gaps,__ga_ps___,__g@ps____,246.0,45.29999924,0.89380002,3.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,7.0,64.0,4.193220934316819,1929
1812,garb,__ga_rb___,__garb____,59.0,40.90000153,0.647899985,1.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,3.0,1930
1813,garbs,__ga_rbs__,__garbz___,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,1931
1814,gas,__ga_s____,__g@s_____,12961.0,60.79999924,0.750500023,121.0,2659.0,49.0,84.0,92.0,95.0,117.0,123.0,118.0,119.0,126.0,138.0,135.0,136.0,130.0,2659.0,5.7,1932
1815,gash,__ga_sh___,__g@S_____,12.0,40.79999924,0.608399987,1.0,29.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,4.2,1933
