,word,ort,pho,wf,adjusted_wf
2033,globs,_glo_bs___,_glabz__,0.0,0.0
2034,gloom,_gloom____,_glum___,1.16,1.16
2035,glooms,_glooms___,_glumz__,0.04,0.04
2036,gloss,_glo_ss___,_glas___,1.45,1.45
2037,glove,_glo_ve___,_gl^v___,10.1,10.1
2038,gloves,_glo_ves__,_gl^vz__,16.24,16.24
2039,glow,_glow_____,_glo____,5.75,5.75
2040,glue,_glue_____,_glu____,5.88,5.88
2041,glued,_glued____,_glud___,2.25,2.25
2042,glues,_glues____,_gluz___,0.16,0.16
2043,glut,_glu_t____,_gl^t___,0.14,0.14
2044,gluts,_glu_ts___,_gl^ts__,0.02,0.02
2045,gnarl,_gna_rl___,__narl__,0.0,0.0
2046,gnash,_gna_sh___,__n@S___,0.1,0.1
2047,gnashed,_gna_shed_,__n@St__,0.02,0.02
2048,gnat,_gna_t____,__n@t___,0.43,0.43
2049,gnats,_gna_ts___,__n@ts__,0.27,0.27
2050,gnaw,_gnaw_____,__na____,0.37,0.37
2051,gnawed,_gnawed___,__nad___,0.35,0.35
2052,gnaws,_gnaws____,__naz___,0.14,0.14
2053,gnome,_gno_me___,__nom___,0.63,0.63
2054,gnomes,_gno_mes__,__nomz__,0.39,0.39
2055,gnu,_gnu______,__nu____,0.8,0.8
2056,gnus,_gnu_s____,__nuz___,0.0,0.0
2057,go,__go______,__go____,3793.04,3793.04
2058,goad,__goad____,__god___,0.14,0.14
2059,goads,__goads___,__godz__,0.0,0.0
2060,goal,__goal____,__gol___,16.75,16.75
2061,goals,__goals___,__golz__,5.14,5.14
2062,goat,__goat____,__got___,10.53,10.53
2063,goats,__goats___,__gots__,2.65,2.65
2064,gob,__go_b____,__gab___,11.14,11.14
2065,gobs,__go_bs___,__gabz__,0.22,0.22
2066,god,__go_d____,__gad___,903.16,903.16
2067,gods,__go_ds___,__gadz__,21.24,21.24
2068,goes,__goes____,__goz___,217.27,217.27
2069,gold,__go_ld___,__gold__,78.94,78.94
2070,golds,__go_lds__,__goldz_,0.0,0.0
2071,golf,__go_lf___,__galf__,25.53,25.53
2072,golfs,__go_lfs__,__galfs_,0.04,0.04
2073,gong,__go_ng___,__gang__,2.43,2.43
2074,gongs,__go_ngs__,__gangz_,0.16,0.16
2075,goo,__goo_____,__gu____,2.14,2.14
2076,good,__good____,__gUd___,2610.14,2610.14
2077,goods,__goods___,__gUdz__,12.31,12.31
2078,goof,__goof____,__guf___,2.22,2.22
2079,goon,__goon____,__gun___,2.27,2.27
2080,goons,__goons___,__gunz__,2.35,2.35
2081,goos,__goos____,__guz___,0.0,0.0
2082,goose,__goose___,__gus___,13.04,13.04
2083,gore,__go_re___,__gor___,1.08,1.08
2084,gores,__go_res__,__gorz__,0.04,0.04
2085,gorge,__go_rge__,__gorJ__,1.31,1.31
2086,gorse,__go_rse__,__gors__,0.1,0.1
2087,gos,__go_s____,__goz___,0.0,0.0
2088,got,__go_t____,__gat___,3306.49,3306.49
2089,gouge,__gouge___,__gWJ___,0.69,0.69
2090,gouged,__gouged__,__gWJd__,0.29,0.29
2091,gourd,__gourd___,__gord__,0.47,0.47
2092,gourds,__gourds__,__gordz_,0.1,0.1
2093,gout,__gout____,__gWt___,1.39,1.39
2094,gouts,__gouts___,__gWts__,0.0,0.0
2095,gown,__gown____,__gWn___,6.55,6.55
2096,gowns,__gowns___,__gWnz__,1.86,1.86
2097,grab,_gra_b____,_gr@b___,70.86,70.86
2098,grabbed,_gra_bbed_,_gr@bd__,13.33,13.33
2099,grabs,_gra_bs___,_gr@bz__,3.73,3.73
2100,grace,_gra_ce___,_gres___,42.29,42.29
2101,grad,_gra_d____,_gr@d___,2.9,2.9
2102,grade,_gra_de___,_gred___,29.27,29.27
2103,grades,_gra_des__,_gredz__,8.84,8.84
2104,grads,_gra_ds___,_gr@dz__,0.14,0.14
2105,graft,_gra_ft___,_gr@ft__,1.65,1.65
2106,grafts,_gra_fts__,_gr@fts_,0.33,0.33
2107,grail,_grail____,_grel___,2.69,2.69
2108,grails,_grails___,_grelz__,0.0,0.0
2109,grain,_grain____,_gren___,4.76,4.76
2110,grains,_grains___,_grenz__,0.98,0.98
2111,gram,_gra_m____,_gr@m___,2.59,2.59
2112,grams,_gra_ms___,_gr@mz__,7.49,7.49
2113,grand,_gra_nd___,_gr@nd__,63.02,63.02
2114,grange,_gra_nge__,_grenJ__,0.88,0.88
2115,grant,_gra_nt___,_gr@nt__,32.55,32.55
2116,grants,_gra_nts__,_gr@nts_,1.86,1.86
2117,grape,_gra_pe___,_grep___,4.0,4.0
2118,grapes,_gra_pes__,_greps__,3.94,3.94
2119,graph,_gra_ph___,_gr@f___,0.75,0.75
2120,graphs,_gra_phs__,_gr@fs__,0.31,0.31
2121,grasp,_gra_sp___,_gr@sp__,4.57,4.57
2122,grasped,_gra_sped_,_gr@spt_,0.39,0.39
2123,grasps,_gra_sps__,_gr@sps_,0.1,0.1
2124,grass,_gra_ss___,_gr@s___,16.78,16.78
2125,grate,_gra_te___,_gret___,1.02,1.02
2126,grates,_gra_tes__,_grets__,0.27,0.27
2127,grave,_gra_ve___,_grev___,26.27,26.27
2128,graves,_gra_ves__,_grevz__,5.96,5.96
2129,gray,_gray_____,_gre____,21.12,21.12
2130,graze,_gra_ze___,_grez___,0.76,0.76
2131,grazed,_gra_zed__,_grezd__,0.9,0.9
2132,grease,_grease___,_gris___,6.94,6.94
2133,great,_great____,_gret___,820.86,820.86
2134,greaves,_greaves__,_grivz__,0.02,0.02
2135,greed,_greed____,_grid___,4.8,4.8
2136,greeds,_greeds___,_gridz__,0.0,0.0
2137,green,_green____,_grin___,72.47,72.47
2138,greet,_greet____,_grit___,5.25,5.25
2139,greets,_greets___,_grits__,0.43,0.43
2140,grew,_grew_____,_gru____,29.27,29.27
2141,grey,_grey_____,_gre____,9.2,9.2
2142,grid,_gri_d____,_grId___,5.53,5.53
2143,grids,_gri_ds___,_grIdz__,0.57,0.57
2144,grief,_grief____,_grif___,10.82,10.82
2145,griefs,_griefs___,_grifs__,0.08,0.08
2146,grieve,_grieve___,_griv___,2.2,2.2
2147,grieved,_grieved__,_grivd__,0.57,0.57
2148,grieves,_grieves__,_grivz__,1.04,1.04
2149,grill,_gri_ll___,_grIl___,4.45,4.45
2150,grille,_gri_lle__,_grIl___,0.35,0.35
2151,grilles,_gri_lles_,_grIlz__,0.04,0.04
2152,grills,_gri_lls__,_grIlz__,0.18,0.18
2153,grim,_gri_m____,_grIm___,4.78,4.78
2154,grime,_gri_me___,_grAm___,0.41,0.41
2155,grimed,_gri_med__,_grAmd__,0.0,0.0
2156,grimes,_gri_mes__,_grAmz__,1.27,1.27
2157,grin,_gri_n____,_grIn___,2.71,2.71
2158,grind,_gri_nd___,_grAnd__,3.73,3.73
2159,grinds,_gri_nds__,_grAndz_,0.35,0.35
2160,grinned,_gri_nned_,_grInd__,0.24,0.24
2161,grins,_gri_ns___,_grInz__,0.25,0.25
2162,grip,_gri_p____,_grIp___,9.69,9.69
2163,gripe,_gri_pe___,_grAp___,0.78,0.78
2164,gripes,_gri_pes__,_grAps__,0.25,0.25
2165,grips,_gri_ps___,_grIps__,1.22,1.22
2166,grist,_gri_st___,_grIst__,0.1,0.1
2167,grists,_gri_sts__,_grIsts_,0.0,0.0
2168,grit,_gri_t____,_grIt___,0.94,0.94
2169,grits,_gri_ts___,_grIts__,1.59,1.59
2170,groan,_groan____,_gron___,0.92,0.92
2171,groaned,_groaned__,_grond__,0.24,0.24
2172,groans,_groans___,_gronz__,7.65,7.65
2173,groat,_groat____,_grot___,0.06,0.06
2174,groats,_groats___,_grots__,0.0,0.0
2175,grog,_gro_g____,_grag___,0.63,0.63
2176,groin,_groin____,_grOn___,1.8,1.8
2177,groins,_groins___,_grOnz__,0.08,0.08
2178,groom,_groom____,_grum___,7.82,7.82
2179,grooms,_grooms___,_grumz__,0.39,0.39
2180,groove,_groove___,_gruv___,4.16,4.16
2181,grooves,_grooves__,_gruvz__,0.41,0.41
2182,grope,_gro_pe___,_grop___,0.61,0.61
2183,groped,_gro_ped__,_gropt__,0.39,0.39
2184,gropes,_gro_pes__,_grops__,0.08,0.08
2185,gross,_gro_ss___,_gros___,15.27,15.27
2186,grot,_gro_t____,_grat___,0.02,0.02
2187,grouch,_grouch___,_grWC___,0.47,0.47
2188,ground,_ground___,_grWnd__,72.47,72.47
2189,group,_group____,_grup___,73.76,73.76
2190,groups,_groups___,_grups__,9.24,9.24
2191,grouse,_grouse___,_grWs___,0.45,0.45
2192,grout,_grout____,_grWt___,0.0,0.0
2193,grove,_gro_ve___,_grov___,3.86,3.86
2194,groves,_gro_ves__,_grovz__,1.18,1.18
2195,grow,_grow_____,_gro____,59.49,59.49
2196,growl,_growl____,_grWl___,0.98,0.98
2197,growled,_growled__,_grWld__,0.12,0.12
2198,growls,_growls___,_grWlz__,2.8,2.8
2199,grows,_grows____,_groz___,9.49,9.49
2200,growth,_growth___,_groT___,6.45,6.45
2201,growths,_growths__,_groTs__,0.12,0.12
2202,grub,_gru_b____,_gr^b___,2.73,2.73
2203,grubs,_gru_bs___,_gr^bz__,0.45,0.45
2204,grudge,_gru_dge__,_gr^J___,4.43,4.43
2205,gruff,_gru_ff___,_gr^f___,0.55,0.55
2206,grunt,_gru_nt___,_gr^nt__,2.22,2.22
2207,grunts,_gru_nts__,_gr^nts_,6.98,6.98
2208,guard,__guard___,__gard__,58.2,58.2
2209,guards,__guards__,__gardz_,24.25,24.25
2210,guess,__guess___,__gEs___,453.98,453.98
2211,guessed,__guessed_,__gEst__,7.43,7.43
2212,guest,__guest___,__gEst__,39.94,39.94
2213,guests,__guests__,__gEsts_,25.71,25.71
2214,guide,__guide___,__gAd___,17.84,17.84
2215,guides,__guides__,__gAdz__,1.78,1.78
2216,guild,__guild___,__gIld__,2.02,2.02
2217,guilds,__guilds__,__gIldz_,0.02,0.02
2218,guile,__guile___,__gAl___,1.02,1.02
2219,guiles,__guiles__,__gAlz__,0.0,0.0
2220,guilt,__guilt___,__gIlt__,14.9,14.9
2221,guilts,__guilts__,__gIlts_,0.0,0.0
2222,guise,__guise___,__gAz___,0.55,0.55
2223,gulch,__gu_lch__,__g^lC__,0.71,0.71
2224,gulf,__gu_lf___,__g^lf__,4.73,4.73
2225,gulfs,__gu_lfs__,__g^lfs_,0.02,0.02
2226,gull,__gu_ll___,__g^l___,1.1,1.1
2227,gulp,__gu_lp___,__g^lp__,0.98,0.98
2228,gulps,__gu_lps__,__g^lps_,0.25,0.25
2229,gum,__gu_m____,__g^m___,13.39,13.39
2230,gums,__gu_ms___,__g^mz__,1.88,1.88
2231,gun,__gu_n____,__g^n___,213.2,213.2
2232,gunk,__gu_nk___,__g^nk__,0.47,0.47
2233,gunks,__gu_nks__,__g^nks_,0.0,0.0
2234,guns,__gu_ns___,__g^nz__,60.63,60.63
2235,gush,__gu_sh___,__g^S___,0.71,0.71
2236,gushed,__gu_shed_,__g^St__,0.08,0.08
2237,gust,__gu_st___,__g^st__,0.47,0.47
2238,gusts,__gu_sts__,__g^sts_,0.22,0.22
2239,gut,__gu_t____,__g^t___,9.75,9.75
2240,guts,__gu_ts___,__g^ts__,23.75,23.75
2241,guy,__guy_____,__gA____,762.61,762.61
2242,guys,__guys____,__gAz___,631.33,631.33
2243,gym,__gy_m____,__JIm___,18.18,18.18
2244,gyms,__gy_ms___,__JImz__,0.16,0.16
2245,gyp,__gy_p____,__JIp___,0.61,0.61
2246,hack,__ha_ck___,__h@k___,8.55,8.55
2247,hacked,__ha_cked_,__h@kt__,4.22,4.22
2248,hacks,__ha_cks__,__h@ks__,0.69,0.69
2249,haft,__ha_ft___,__h@ft__,0.06,0.06
2250,hafts,__ha_fts__,__h@fts_,0.0,0.0
2251,hag,__ha_g____,__h@g___,1.78,1.78
2252,hags,__ha_gs___,__h@gz__,0.27,0.27
2253,hail,__hail____,__hel___,12.02,12.02
2254,hailed,__hailed__,__held__,0.84,0.84
2255,hails,__hails___,__helz__,0.43,0.43
2256,hair,__hair____,__hEr___,153.55,153.55
2257,hairs,__hairs___,__hErz__,5.2,5.2
2258,hake,__ha_ke___,__hek___,0.04,0.04
2259,hakes,__ha_kes__,__heks__,0.0,0.0
2260,hall,__ha_ll___,__hal___,51.94,51.94
2261,halls,__ha_lls__,__halz__,4.0,4.0
2262,halt,__ha_lt___,__halt__,11.27,11.27
2263,halts,__ha_lts__,__halts_,0.06,0.06
2264,halve,__ha_lve__,__h@lv__,0.14,0.14
2265,halved,__ha_lved_,__halvd_,0.04,0.04
2266,halves,__ha_lves_,__h@lvz_,1.1,1.1
2267,ham,__ha_m____,__h@m___,11.59,11.59
2268,hams,__ha_ms___,__h@mz__,0.57,0.57
2269,hand,__ha_nd___,__h@nd__,279.65,279.65
2270,hands,__ha_nds__,__h@ndz_,236.53,236.53
2271,hang,__ha_ng___,__h@ng__,147.75,147.75
2272,hangs,__ha_ngs__,__h@ngz_,6.39,6.39
2273,hank,__ha_nk___,__h@nk__,0.0,0.0
2274,hanks,__ha_nks__,__h@nks_,1.27,1.27
2275,hap,__ha_p____,__h@p___,0.94,0.94
2276,haps,__ha_ps___,__h@ps__,0.0,0.0
2277,hard,__ha_rd___,__hard__,307.84,307.84
2278,hare,__ha_re___,__hEr___,3.82,3.82
2279,hares,__ha_res__,__hErz__,0.06,0.06
2280,hark,__ha_rk___,__hark__,1.69,1.69
2281,harked,__ha_rked_,__harkt_,0.0,0.0
2282,harks,__ha_rks__,__harks_,0.0,0.0
2283,harm,__ha_rm___,__harm__,31.78,31.78
2284,harms,__ha_rms__,__harmz_,0.27,0.27
2285,harp,__ha_rp___,__harp__,2.63,2.63
2286,harps,__ha_rps__,__harps_,0.24,0.24
2287,harsh,__ha_rsh__,__harS__,7.1,7.1
2288,hart,__ha_rt___,__hart__,11.76,11.76
2289,harts,__ha_rts__,__harts_,0.41,0.41
2290,hash,__ha_sh___,__h@S___,3.53,3.53
2291,hasp,__ha_sp___,__h@sp__,0.06,0.06
2292,hasps,__ha_sps__,__h@sps_,0.0,0.0
2293,haste,__ha_ste__,__hest__,2.08,2.08
2294,hastes,__ha_stes_,__hests_,0.0,0.0
2295,hat,__ha_t____,__h@t___,64.18,64.18
2296,hatch,__ha_tch__,__h@tC__,12.82,12.82
2297,hate,__ha_te___,__het___,214.59,214.59
2298,hates,__ha_tes__,__hets__,25.75,25.75
2299,hath,__ha_th___,__h@T___,4.94,4.94
2300,hats,__ha_ts___,__h@ts__,9.73,9.73
2301,haul,__haul____,__hal___,7.08,7.08
2302,haunch,__haunch__,__hanC__,0.08,0.08
2303,haunt,__haunt___,__hant__,3.57,3.57
2304,haunts,__haunts__,__hants_,1.22,1.22
2305,have,__ha_ve___,__h@v___,6161.41,6161.41
2306,haw,__haw_____,__ha____,0.84,0.84
2307,hawk,__hawk____,__hak___,12.75,12.75
2308,hawks,__hawks___,__haks__,2.73,2.73
2309,haws,__haws____,__haz___,0.0,0.0
2310,hay,__hay_____,__he____,6.37,6.37
2311,hays,__hays____,__hez___,0.0,0.0
2312,haze,__ha_ze___,__hez___,1.51,1.51
2313,he,__he______,__hi____,7637.2,7637.2
2314,head,__head____,__hEd___,371.51,371.51
2315,heads,__heads___,__hEdz__,42.69,42.69
2316,heal,__heal____,__hil___,11.33,11.33
2317,healed,__healed__,__hild__,4.31,4.31
2318,heals,__heals___,__hilz__,1.18,1.18
2319,health,__health__,__hElT__,40.27,40.27
2320,healths,__healths_,__hElTs_,0.0,0.0
2321,heap,__heap____,__hip___,4.88,4.88
2322,heaps,__heaps___,__hips__,0.51,0.51
2323,hear,__hear____,__hir___,555.35,555.35
2324,heard,__heard___,__h^rd__,387.75,387.75
2325,hears,__hears___,__hirz__,9.22,9.22
2326,hearse,__hearse__,__h^rs__,1.59,1.59
2327,heart,__heart___,__hart__,244.18,244.18
2328,hearth,__hearth__,__harT__,0.67,0.67
2329,hearths,__hearths_,__harTs_,0.04,0.04
2330,hearts,__hearts__,__harts_,22.98,22.98
2331,heat,__heat____,__hit___,40.08,40.08
2332,heath,__heath___,__hiT___,1.86,1.86
2333,heaths,__heaths__,__hiTs__,0.0,0.0
2334,heats,__heats___,__hits__,0.61,0.61
2335,heave,__heave___,__hiv___,3.65,3.65
2336,heaves,__heaves__,__hivz__,0.12,0.12
2337,heck,__he_ck___,__hEk___,18.14,18.14
2338,hecks,__he_cks__,__hEks__,0.0,0.0
2339,hedge,__he_dge__,__hEJ___,1.55,1.55
2340,heed,__heed____,__hid___,1.8,1.8
2341,heeds,__heeds___,__hidz__,0.0,0.0
2342,heel,__heel____,__hil___,7.39,7.39
2343,heels,__heels___,__hilz__,10.0,10.0
2344,heft,__he_ft___,__hEft__,0.0,0.0
2345,height,__height__,__het___,9.33,9.33
2346,heights,__heights_,__hets__,7.37,7.37
2347,heir,__heir____,___Er___,5.22,5.22
2348,heirs,__heirs___,___Erz__,0.8,0.8
2349,held,__he_ld___,__hEld__,42.45,42.45
2350,hell,__he_ll___,__hEl___,470.82,470.82
2351,hells,__he_lls__,__hElz__,0.47,0.47
2352,helm,__he_lm___,__hElm__,5.35,5.35
2353,helms,__he_lms__,__hElmz_,0.1,0.1
2354,help,__he_lp___,__hElp__,921.12,921.12
2355,helped,__he_lped_,__hElpt_,46.82,46.82
2356,helps,__he_lps__,__hElps_,21.25,21.25
2357,helve,__he_lve__,__hElv__,0.0,0.0
2358,hem,__he_m____,__hEm___,0.82,0.82
2359,hemp,__he_mp___,__hEmp__,0.33,0.33
2360,hemps,__he_mps__,__hEmps_,0.0,0.0
2361,hems,__he_ms___,__hEmz__,0.12,0.12
2362,hen,__he_n____,__hEn___,3.2,3.2
2363,hence,__he_nce__,__hEns__,4.84,4.84
2364,hens,__he_ns___,__hEnz__,1.33,1.33
2365,her,__he_r____,__h^r___,2835.82,2835.82
2366,herb,__he_rb___,___^rb__,4.98,4.98
2367,herbs,__he_rbs__,___^rbz_,2.76,2.76
2368,herd,__he_rd___,__h^rd__,7.06,7.06
2369,herds,__he_rds__,__h^rdz_,0.78,0.78
2370,here,__he_re___,__hir___,4525.25,4525.25
2371,hers,__he_rs___,__h^rz__,15.73,15.73
2372,hew,__hew_____,__hY____,0.16,0.16
2373,hewed,__hewed___,__hYd___,0.04,0.04
2374,hews,__hews____,__hYz___,0.0,0.0
2375,hex,__he_x____,__hEks__,1.29,1.29
2376,hey,__hey_____,__he____,1727.04,1727.04
2377,hick,__hi_ck___,__hIk___,2.0,2.0
2378,hicks,__hi_cks__,__hIks__,4.45,4.45
2379,hid,__hi_d____,__hId___,11.69,11.69
2380,hide,__hi_de___,__hAd___,69.69,69.69
2381,hides,__hi_des__,__hAdz__,3.75,3.75
2382,hie,__hie_____,__hA____,0.14,0.14
2383,high,__hi_gh___,__hA____,195.0,195.0
2384,hike,__hi_ke___,__hAk___,6.53,6.53
2385,hikes,__hi_kes__,__hAks__,0.33,0.33
2386,hill,__hi_ll___,__hIl___,37.55,37.55
2387,hills,__hi_lls__,__hIlz__,20.14,20.14
2388,hilt,__hi_lt___,__hIlt__,0.55,0.55
2389,hilts,__hi_lts__,__hIlts_,0.55,0.55
2390,him,__hi_m____,__hIm___,3484.51,3484.51
2391,hind,__hi_nd___,__hAnd__,2.45,2.45
2392,hinge,__hi_nge__,__hInJ__,0.57,0.57
2393,hint,__hi_nt___,__hInt__,9.2,9.2
2394,hints,__hi_nts__,__hInts_,1.63,1.63
2395,hip,__hi_p____,__hIp___,15.41,15.41
2396,hips,__hi_ps___,__hIps__,6.06,6.06
2397,hire,__hi_re___,__hAr___,25.53,25.53
2398,hired,__hi_red__,__hArd__,33.0,33.0
2399,hires,__hi_res__,__hArz__,1.61,1.61
2400,hiss,__hi_ss___,__hIs___,0.92,0.92
2401,hissed,__hi_ssed_,__hIst__,0.25,0.25
2402,hit,__hi_t____,__hIt___,275.0,137.5
2403,hit,__hi_t____,__hIt___,275.0,137.5
2404,hitch,__hi_tch__,__hItC__,4.08,4.08
2405,hitched,__hi_tched,__hItCt_,2.12,2.12
2406,hits,__hi_ts___,__hIts__,20.0,20.0
2407,hive,__hi_ve___,__hAv___,0.98,0.98
2408,hives,__hi_ves__,__hAvz__,1.25,1.25
2409,ho,__ho______,__ho____,41.98,41.98
2410,hoar,__hoar____,__hor___,0.0,0.0
2411,hoard,__hoard___,__hord__,0.45,0.45
2412,hoarse,__hoarse__,__hors__,0.49,0.49
2413,hoax,__hoax____,__hoks__,2.41,2.41
2414,hob,__ho_b____,__hab___,0.06,0.06
2415,hobs,__ho_bs___,__habz__,0.04,0.04
2416,hock,__ho_ck___,__hak___,2.16,2.16
2417,hocked,__ho_cked_,__hakt__,0.35,0.35
2418,hocks,__ho_cks__,__haks__,0.31,0.31
2419,hod,__ho_d____,__had___,0.02,0.02
2420,hods,__ho_ds___,__hadz__,0.0,0.0
2421,hoe,__hoe_____,__ho____,0.92,0.92
2422,hoes,__hoes____,__hoz___,0.51,0.51
2423,hog,__ho_g____,__hag___,5.12,5.12
2424,hogs,__ho_gs___,__hagz__,1.98,1.98
2425,hoist,__hoist___,__hOst__,2.06,2.06
2426,hoists,__hoists__,__hOsts_,0.18,0.18
2427,hold,__ho_ld___,__hold__,436.73,436.73
2428,holds,__ho_lds__,__holdz_,14.27,14.27
2429,hole,__ho_le___,__hol___,58.22,58.22
2430,holes,__ho_les__,__holz__,15.27,15.27
2431,home,__ho_me___,__hom___,774.33,774.33
2432,homes,__ho_mes__,__homz__,14.16,14.16
2433,hone,__ho_ne___,__hon___,0.73,0.73
2434,honk,__ho_nk___,__hank__,2.39,2.39
2435,hooch,__hooch___,__huC___,1.04,1.04
2436,hood,__hood____,__hUd___,15.39,15.39
2437,hoods,__hoods___,__hUdz__,1.53,1.53
2438,hoof,__hoof____,__hUf___,1.73,1.73
2439,hook,__hook____,__hUk___,38.0,38.0
2440,hooked,__hooked__,__hUkt__,13.12,13.12
2441,hooks,__hooks___,__hUks__,4.16,4.16
2442,hoop,__hoop____,__hup___,2.69,2.69
2443,hoops,__hoops___,__hups__,2.76,2.76
2444,hoot,__hoot____,__hut___,2.61,2.61
2445,hoots,__hoots___,__huts__,0.57,0.57
2446,hooves,__hooves__,__hUvz__,1.29,1.29
2447,hop,__ho_p____,__hap___,19.16,19.16
2448,hope,__ho_pe___,__hop___,320.63,320.63
2449,hoped,__ho_ped__,__hopt__,16.27,16.27
2450,hopes,__ho_pes__,__hops__,15.1,15.1
2451,hopped,__ho_pped_,__hapt__,1.69,1.69
2452,hops,__ho_ps___,__haps__,0.9,0.3
2453,hops,__ho_ps___,__haps__,0.9,0.3
2454,hops,__ho_ps___,__haps__,0.9,0.3
2455,horde,__ho_rde__,__hord__,1.14,1.14
2456,hordes,__ho_rdes_,__hordz_,0.8,0.8
2457,horn,__ho_rn___,__horn__,21.08,21.08
2458,horns,__ho_rns__,__hornz_,6.2,6.2
2459,horse,__ho_rse__,__hors__,92.88,92.88
2460,hose,__ho_se___,__hoz___,8.06,8.06
2461,host,__ho_st___,__host__,15.02,15.02
2462,hosts,__ho_sts__,__hosts_,1.88,1.88
2463,hot,__ho_t____,__hat___,189.84,189.84
2464,hound,__hound___,__hWnd__,5.04,5.04
2465,hounds,__hounds__,__hWndz_,1.88,1.88
2466,hour,__hour____,___Wr___,162.29,162.29
2467,hours,__hours___,___Wrz__,214.88,214.88
2468,house,__house___,__hWs___,514.0,514.0
2469,how,__how_____,__hW____,3056.22,3056.22
2470,howl,__howl____,__hWl___,2.06,2.06
2471,howls,__howls___,__hWlz__,1.25,1.25
2472,hub,__hu_b____,__h^b___,3.06,3.06
2473,hubs,__hu_bs___,__h^bz__,0.18,0.18
2474,huck,__hu_ck___,__h^k___,0.0,0.0
2475,hucks,__hu_cks__,__h^ks__,0.0,0.0
2476,hue,__hue_____,__hY____,1.39,1.39
2477,hues,__hues____,__huz___,0.18,0.18
2478,huff,__hu_ff___,__h^f___,1.31,1.31
2479,hug,__hu_g____,__h^g___,19.33,19.33
2480,huge,__hu_ge___,__hYJ___,48.37,48.37
2481,hugged,__hu_gged_,__h^gd__,1.71,1.71
2482,hugs,__hu_gs___,__h^gz__,1.75,1.75
2483,huh,__hu_h____,__h^____,438.24,438.24
2484,hulk,__hu_lk___,__h^lk__,4.08,4.08
2485,hulks,__hu_lks__,__h^lks_,0.04,0.04
2486,hull,__hu_ll___,__h^l___,4.22,4.22
2487,hulls,__hu_lls__,__h^lz__,0.18,0.18
2488,hum,__hu_m____,__h^m___,4.82,4.82
2489,hummed,__hu_mmed_,__h^md__,0.18,0.18
2490,hump,__hu_mp___,__h^mp__,4.41,4.41
2491,humped,__hu_mped_,__h^mpt_,0.37,0.37
2492,humps,__hu_mps__,__h^mps_,0.43,0.43
2493,hums,__hu_ms___,__h^mz__,2.2,2.2
2494,hunch,__hu_nch__,__h^nC__,7.51,7.51
2495,hung,__hu_ng___,__h^ng__,28.16,28.16
2496,hunk,__hu_nk___,__h^nk__,5.16,5.16
2497,hunks,__hu_nks__,__h^nks_,0.35,0.35
2498,hunt,__hu_nt___,__h^nt__,25.86,25.86
2499,hunts,__hu_nts__,__h^nts_,1.18,1.18
2500,hurl,__hu_rl___,__h^rl__,1.35,1.35
2501,hurled,__hu_rled_,__h^rld_,0.61,0.61
2502,hurls,__hu_rls__,__h^rlz_,0.1,0.1
2503,hurt,__hu_rt___,__h^rt__,246.35,123.175
2504,hurt,__hu_rt___,__h^rt__,246.35,123.175
2505,hurts,__hu_rts__,__h^rts_,37.39,37.39
2506,hush,__hu_sh___,__h^S___,7.61,7.61
2507,husk,__hu_sk___,__h^sk__,0.41,0.41
2508,husks,__hu_sks__,__h^sks_,0.06,0.06
2509,hut,__hu_t____,__h^t___,13.22,13.22
2510,hutch,__hu_tch__,__h^tC__,3.61,3.61
2511,huts,__hu_ts___,__h^ts__,1.1,1.1
2512,hymn,__hy_mn___,__hIm___,1.63,1.63
2513,hymns,__hy_mns__,__hImz__,0.94,0.94
2514,ice,___i_ce___,___As___,79.55,79.55
2515,id,___i_d____,___Id___,0.0,0.0
2516,ides,___i_des__,___Adz__,0.08,0.08
2517,ids,___i_ds___,___Idz__,0.0,0.0
2518,if,___i_f____,___If___,3541.37,3541.37
2519,ilk,___i_lk___,___Ilk__,0.27,0.27
2520,ilks,___i_lks__,___Ilks_,0.0,0.0
2521,ill,___i_ll___,___Il___,21.27,21.27
2522,imp,___i_mp___,___Imp__,0.27,0.27
2523,imps,___i_mps__,___Imps_,0.14,0.14
2524,in,___i_n____,___In___,9773.41,9773.41
2525,inch,___i_nch__,___InC__,12.37,12.37
2526,ink,___i_nk___,___Ink__,7.49,7.49
2527,inks,___i_nks__,___Inks_,0.18,0.18
2528,inn,___i_nn___,___In___,8.39,8.39
2529,inns,___i_nns__,___Inz__,0.29,0.29
2530,ire,___i_re___,___Ar___,0.27,0.27
2531,ires,___i_res__,___Arz__,0.0,0.0
2532,irk,___i_rk___,___^rk__,0.1,0.1
2533,isle,___i_sle__,___Al___,1.22,1.22
2534,isles,___i_sles_,___Alz__,0.2,0.2
2535,it,___i_t____,___It___,18896.31,18896.31
2536,itch,___i_tch__,___ItC__,4.18,4.18
2537,its,___i_ts___,___Its__,171.71,171.71
2538,jab,__ja_b____,__J@b___,3.35,3.35
2539,jabbed,__ja_bbed_,__J@bd__,0.16,0.16
2540,jabs,__ja_bs___,__J@bz__,0.47,0.47
2541,jack,__ja_ck___,__J@k___,0.0,0.0
2542,jacks,__ja_cks__,__J@ks__,3.39,3.39
2543,jade,__ja_de___,__Jed___,5.08,5.08
2544,jag,__ja_g____,__J@g___,1.75,1.75
2545,jags,__ja_gs___,__J@gz__,0.16,0.16
2546,jail,__jail____,__Jel___,70.63,70.63
